Log file open, 02/02/23 13:15:44
[2023.02.02-18.15.50:789][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_QuadPyramid.uasset" to "../../../../../../Users/Game Center Student/Documents/LevelDesign/Week 2/Week2Example/Content/StarterContent/Shapes/Shape_QuadPyramid.uasset"
[2023.02.02-18.15.50:790][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Sphere.uasset" to "../../../../../../Users/Game Center Student/Documents/LevelDesign/Week 2/Week2Example/Content/StarterContent/Shapes/Shape_Sphere.uasset"
[2023.02.02-18.15.50:790][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Torus.uasset" to "../../../../../../Users/Game Center Student/Documents/LevelDesign/Week 2/Week2Example/Content/StarterContent/Shapes/Shape_Torus.uasset"
[2023.02.02-18.15.50:791][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Trim.uasset" to "../../../../../../Users/Game Center Student/Documents/LevelDesign/Week 2/Week2Example/Content/StarterContent/Shapes/Shape_Trim.uasset"
[2023.02.02-18.15.50:791][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Trim_90_In.uasset" to "../../../../../../Users/Game Center Student/Documents/LevelDesign/Week 2/Week2Example/Content/StarterContent/Shapes/Shape_Trim_90_In.uasset"
[2023.02.02-18.15.50:792][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Trim_90_Out.uasset" to "../../../../../../Users/Game Center Student/Documents/LevelDesign/Week 2/Week2Example/Content/StarterContent/Shapes/Shape_Trim_90_Out.uasset"
[2023.02.02-18.15.50:792][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_TriPyramid.uasset" to "../../../../../../Users/Game Center Student/Documents/LevelDesign/Week 2/Week2Example/Content/StarterContent/Shapes/Shape_TriPyramid.uasset"
[2023.02.02-18.15.50:793][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Tube.uasset" to "../../../../../../Users/Game Center Student/Documents/LevelDesign/Week 2/Week2Example/Content/StarterContent/Shapes/Shape_Tube.uasset"
[2023.02.02-18.15.50:793][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Wedge_A.uasset" to "../../../../../../Users/Game Center Student/Documents/LevelDesign/Week 2/Week2Example/Content/StarterContent/Shapes/Shape_Wedge_A.uasset"
[2023.02.02-18.15.50:793][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Wedge_B.uasset" to "../../../../../../Users/Game Center Student/Documents/LevelDesign/Week 2/Week2Example/Content/StarterContent/Shapes/Shape_Wedge_B.uasset"
[2023.02.02-18.15.50:794][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_WideCapsule.uasset" to "../../../../../../Users/Game Center Student/Documents/LevelDesign/Week 2/Week2Example/Content/StarterContent/Shapes/Shape_WideCapsule.uasset"
[2023.02.02-18.15.50:801][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Brick_Clay_Beveled_D.uasset" to "../../../../../../Users/Game Center Student/Documents/LevelDesign/Week 2/Week2Example/Content/StarterContent/Textures/T_Brick_Clay_Beveled_D.uasset"
[2023.02.02-18.15.50:807][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Brick_Clay_Beveled_M.uasset" to "../../../../../../Users/Game Center Student/Documents/LevelDesign/Week 2/Week2Example/Content/StarterContent/Textures/T_Brick_Clay_Beveled_M.uasset"
[2023.02.02-18.15.50:815][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Brick_Clay_Beveled_N.uasset" to "../../../../../../Users/Game Center Student/Documents/LevelDesign/Week 2/Week2Example/Content/StarterContent/Textures/T_Brick_Clay_Beveled_N.uasset"
[2023.02.02-18.15.50:821][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Brick_Clay_New_D.uasset" to "../../../../../../Users/Game Center Student/Documents/LevelDesign/Week 2/Week2Example/Content/StarterContent/Textures/T_Brick_Clay_New_D.uasset"
[2023.02.02-18.15.50:828][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Brick_Clay_New_M.uasset" to "../../../../../../Users/Game Center Student/Documents/LevelDesign/Week 2/Week2Example/Content/StarterContent/Textures/T_Brick_Clay_New_M.uasset"
[2023.02.02-18.15.50:836][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Brick_Clay_New_N.uasset" to "../../../../../../Users/Game Center Student/Documents/LevelDesign/Week 2/Week2Example/Content/StarterContent/Textures/T_Brick_Clay_New_N.uasset"
[2023.02.02-18.15.50:844][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Brick_Clay_Old_D.uasset" to "../../../../../../Users/Game Center Student/Documents/LevelDesign/Week 2/Week2Example/Content/StarterContent/Textures/T_Brick_Clay_Old_D.uasset"
[2023.02.02-18.15.50:852][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Brick_Clay_Old_N.uasset" to "../../../../../../Users/Game Center Student/Documents/LevelDesign/Week 2/Week2Example/Content/StarterContent/Textures/T_Brick_Clay_Old_N.uasset"
[2023.02.02-18.15.50:864][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Brick_Cut_Stone_D.uasset" to "../../../../../../Users/Game Center Student/Documents/LevelDesign/Week 2/Week2Example/Content/StarterContent/Textures/T_Brick_Cut_Stone_D.uasset"
[2023.02.02-18.15.50:869][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Brick_Cut_Stone_N.uasset" to "../../../../../../Users/Game Center Student/Documents/LevelDesign/Week 2/Week2Example/Content/StarterContent/Textures/T_Brick_Cut_Stone_N.uasset"
[2023.02.02-18.15.50:873][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Brick_Hewn_Stone_D.uasset" to "../../../../../../Users/Game Center Student/Documents/LevelDesign/Week 2/Week2Example/Content/StarterContent/Textures/T_Brick_Hewn_Stone_D.uasset"
[2023.02.02-18.15.50:877][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Brick_Hewn_Stone_M.uasset" to "../../../../../../Users/Game Center Student/Documents/LevelDesign/Week 2/Week2Example/Content/StarterContent/Textures/T_Brick_Hewn_Stone_M.uasset"
[2023.02.02-18.15.50:881][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Brick_Hewn_Stone_N.uasset" to "../../../../../../Users/Game Center Student/Documents/LevelDesign/Week 2/Week2Example/Content/StarterContent/Textures/T_Brick_Hewn_Stone_N.uasset"
[2023.02.02-18.15.50:881][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Burst_M.uasset" to "../../../../../../Users/Game Center Student/Documents/LevelDesign/Week 2/Week2Example/Content/StarterContent/Textures/T_Burst_M.uasset"
[2023.02.02-18.15.50:882][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Bush_D.uasset" to "../../../../../../Users/Game Center Student/Documents/LevelDesign/Week 2/Week2Example/Content/StarterContent/Textures/T_Bush_D.uasset"
[2023.02.02-18.15.50:882][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Bush_N.uasset" to "../../../../../../Users/Game Center Student/Documents/LevelDesign/Week 2/Week2Example/Content/StarterContent/Textures/T_Bush_N.uasset"
[2023.02.02-18.15.50:883][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Ceramic_Tile_M.uasset" to "../../../../../../Users/Game Center Student/Documents/LevelDesign/Week 2/Week2Example/Content/StarterContent/Textures/T_Ceramic_Tile_M.uasset"
[2023.02.02-18.15.50:883][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Ceramic_Tile_N.uasset" to "../../../../../../Users/Game Center Student/Documents/LevelDesign/Week 2/Week2Example/Content/StarterContent/Textures/T_Ceramic_Tile_N.uasset"
[2023.02.02-18.15.50:884][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Chair_M.uasset" to "../../../../../../Users/Game Center Student/Documents/LevelDesign/Week 2/Week2Example/Content/StarterContent/Textures/T_Chair_M.uasset"
[2023.02.02-18.15.50:888][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Chair_N.uasset" to "../../../../../../Users/Game Center Student/Documents/LevelDesign/Week 2/Week2Example/Content/StarterContent/Textures/T_Chair_N.uasset"
[2023.02.02-18.15.50:888][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Checker_Noise_M.uasset" to "../../../../../../Users/Game Center Student/Documents/LevelDesign/Week 2/Week2Example/Content/StarterContent/Textures/T_Checker_Noise_M.uasset"
[2023.02.02-18.15.50:896][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_CobbleStone_Pebble_D.uasset" to "../../../../../../Users/Game Center Student/Documents/LevelDesign/Week 2/Week2Example/Content/StarterContent/Textures/T_CobbleStone_Pebble_D.uasset"
[2023.02.02-18.15.50:897][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_CobbleStone_Pebble_M.uasset" to "../../../../../../Users/Game Center Student/Documents/LevelDesign/Week 2/Week2Example/Content/StarterContent/Textures/T_CobbleStone_Pebble_M.uasset"
[2023.02.02-18.15.50:902][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_CobbleStone_Pebble_N.uasset" to "../../../../../../Users/Game Center Student/Documents/LevelDesign/Week 2/Week2Example/Content/StarterContent/Textures/T_CobbleStone_Pebble_N.uasset"
[2023.02.02-18.15.50:903][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_AssetPlatform.uasset" to "../../../../../../Users/Game Center Student/Documents/LevelDesign/Week 2/Week2Example/Content/StarterContent/Materials/M_AssetPlatform.uasset"
[2023.02.02-18.15.50:904][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Basic_Floor.uasset" to "../../../../../../Users/Game Center Student/Documents/LevelDesign/Week 2/Week2Example/Content/StarterContent/Materials/M_Basic_Floor.uasset"
[2023.02.02-18.15.50:904][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Basic_Wall.uasset" to "../../../../../../Users/Game Center Student/Documents/LevelDesign/Week 2/Week2Example/Content/StarterContent/Materials/M_Basic_Wall.uasset"
[2023.02.02-18.15.50:905][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Brick_Clay_Beveled.uasset" to "../../../../../../Users/Game Center Student/Documents/LevelDesign/Week 2/Week2Example/Content/StarterContent/Materials/M_Brick_Clay_Beveled.uasset"
[2023.02.02-18.15.50:905][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Brick_Clay_New.uasset" to "../../../../../../Users/Game Center Student/Documents/LevelDesign/Week 2/Week2Example/Content/StarterContent/Materials/M_Brick_Clay_New.uasset"
[2023.02.02-18.15.50:906][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Brick_Clay_Old.uasset" to "../../../../../../Users/Game Center Student/Documents/LevelDesign/Week 2/Week2Example/Content/StarterContent/Materials/M_Brick_Clay_Old.uasset"
[2023.02.02-18.15.50:906][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Brick_Cut_Stone.uasset" to "../../../../../../Users/Game Center Student/Documents/LevelDesign/Week 2/Week2Example/Content/StarterContent/Materials/M_Brick_Cut_Stone.uasset"
[2023.02.02-18.15.50:907][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Brick_Hewn_Stone.uasset" to "../../../../../../Users/Game Center Student/Documents/LevelDesign/Week 2/Week2Example/Content/StarterContent/Materials/M_Brick_Hewn_Stone.uasset"
[2023.02.02-18.15.50:907][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Ceramic_Tile_Checker.uasset" to "../../../../../../Users/Game Center Student/Documents/LevelDesign/Week 2/Week2Example/Content/StarterContent/Materials/M_Ceramic_Tile_Checker.uasset"
[2023.02.02-18.15.50:908][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_CobbleStone_Pebble.uasset" to "../../../../../../Users/Game Center Student/Documents/LevelDesign/Week 2/Week2Example/Content/StarterContent/Materials/M_CobbleStone_Pebble.uasset"
[2023.02.02-18.15.50:909][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Maps/Advanced_Lighting.umap" to "../../../../../../Users/Game Center Student/Documents/LevelDesign/Week 2/Week2Example/Content/StarterContent/Maps/Advanced_Lighting.umap"
[2023.02.02-18.15.50:909][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_CobbleStone_Rough.uasset" to "../../../../../../Users/Game Center Student/Documents/LevelDesign/Week 2/Week2Example/Content/StarterContent/Materials/M_CobbleStone_Rough.uasset"
[2023.02.02-18.15.50:910][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_CobbleStone_Smooth.uasset" to "../../../../../../Users/Game Center Student/Documents/LevelDesign/Week 2/Week2Example/Content/StarterContent/Materials/M_CobbleStone_Smooth.uasset"
[2023.02.02-18.15.50:913][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Maps/Advanced_Lighting_BuiltData.uasset" to "../../../../../../Users/Game Center Student/Documents/LevelDesign/Week 2/Week2Example/Content/StarterContent/Maps/Advanced_Lighting_BuiltData.uasset"
[2023.02.02-18.15.50:914][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_ColorGrid_LowSpec.uasset" to "../../../../../../Users/Game Center Student/Documents/LevelDesign/Week 2/Week2Example/Content/StarterContent/Materials/M_ColorGrid_LowSpec.uasset"
[2023.02.02-18.15.50:914][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Maps/Minimal_Default.umap" to "../../../../../../Users/Game Center Student/Documents/LevelDesign/Week 2/Week2Example/Content/StarterContent/Maps/Minimal_Default.umap"
[2023.02.02-18.15.50:915][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Concrete_Grime.uasset" to "../../../../../../Users/Game Center Student/Documents/LevelDesign/Week 2/Week2Example/Content/StarterContent/Materials/M_Concrete_Grime.uasset"
[2023.02.02-18.15.50:916][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Concrete_Panels.uasset" to "../../../../../../Users/Game Center Student/Documents/LevelDesign/Week 2/Week2Example/Content/StarterContent/Materials/M_Concrete_Panels.uasset"
[2023.02.02-18.15.50:916][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Concrete_Poured.uasset" to "../../../../../../Users/Game Center Student/Documents/LevelDesign/Week 2/Week2Example/Content/StarterContent/Materials/M_Concrete_Poured.uasset"
[2023.02.02-18.15.50:919][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Maps/Minimal_Default_BuiltData.uasset" to "../../../../../../Users/Game Center Student/Documents/LevelDesign/Week 2/Week2Example/Content/StarterContent/Maps/Minimal_Default_BuiltData.uasset"
[2023.02.02-18.15.50:919][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Concrete_Tiles.uasset" to "../../../../../../Users/Game Center Student/Documents/LevelDesign/Week 2/Week2Example/Content/StarterContent/Materials/M_Concrete_Tiles.uasset"
[2023.02.02-18.15.50:920][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Maps/StarterMap.umap" to "../../../../../../Users/Game Center Student/Documents/LevelDesign/Week 2/Week2Example/Content/StarterContent/Maps/StarterMap.umap"
[2023.02.02-18.15.50:921][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Glass.uasset" to "../../../../../../Users/Game Center Student/Documents/LevelDesign/Week 2/Week2Example/Content/StarterContent/Materials/M_Glass.uasset"
[2023.02.02-18.15.50:934][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Maps/StarterMap_BuiltData.uasset" to "../../../../../../Users/Game Center Student/Documents/LevelDesign/Week 2/Week2Example/Content/StarterContent/Maps/StarterMap_BuiltData.uasset"
[2023.02.02-18.15.50:935][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Ground_Grass.uasset" to "../../../../../../Users/Game Center Student/Documents/LevelDesign/Week 2/Week2Example/Content/StarterContent/Materials/M_Ground_Grass.uasset"
[2023.02.02-18.15.50:935][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Ground_Gravel.uasset" to "../../../../../../Users/Game Center Student/Documents/LevelDesign/Week 2/Week2Example/Content/StarterContent/Materials/M_Ground_Gravel.uasset"
[2023.02.02-18.15.50:936][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Ground_Moss.uasset" to "../../../../../../Users/Game Center Student/Documents/LevelDesign/Week 2/Week2Example/Content/StarterContent/Materials/M_Ground_Moss.uasset"
[2023.02.02-18.15.50:936][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Metal_Brushed_Nickel.uasset" to "../../../../../../Users/Game Center Student/Documents/LevelDesign/Week 2/Week2Example/Content/StarterContent/Materials/M_Metal_Brushed_Nickel.uasset"
[2023.02.02-18.15.50:936][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Metal_Burnished_Steel.uasset" to "../../../../../../Users/Game Center Student/Documents/LevelDesign/Week 2/Week2Example/Content/StarterContent/Materials/M_Metal_Burnished_Steel.uasset"
[2023.02.02-18.15.50:937][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Metal_Chrome.uasset" to "../../../../../../Users/Game Center Student/Documents/LevelDesign/Week 2/Week2Example/Content/StarterContent/Materials/M_Metal_Chrome.uasset"
[2023.02.02-18.15.50:937][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Metal_Copper.uasset" to "../../../../../../Users/Game Center Student/Documents/LevelDesign/Week 2/Week2Example/Content/StarterContent/Materials/M_Metal_Copper.uasset"
[2023.02.02-18.15.50:938][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Metal_Gold.uasset" to "../../../../../../Users/Game Center Student/Documents/LevelDesign/Week 2/Week2Example/Content/StarterContent/Materials/M_Metal_Gold.uasset"
[2023.02.02-18.15.50:939][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Metal_Rust.uasset" to "../../../../../../Users/Game Center Student/Documents/LevelDesign/Week 2/Week2Example/Content/StarterContent/Materials/M_Metal_Rust.uasset"
[2023.02.02-18.15.50:939][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Metal_Steel.uasset" to "../../../../../../Users/Game Center Student/Documents/LevelDesign/Week 2/Week2Example/Content/StarterContent/Materials/M_Metal_Steel.uasset"
[2023.02.02-18.15.50:940][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Rock_Basalt.uasset" to "../../../../../../Users/Game Center Student/Documents/LevelDesign/Week 2/Week2Example/Content/StarterContent/Materials/M_Rock_Basalt.uasset"
[2023.02.02-18.15.50:940][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Rock_Marble_Polished.uasset" to "../../../../../../Users/Game Center Student/Documents/LevelDesign/Week 2/Week2Example/Content/StarterContent/Materials/M_Rock_Marble_Polished.uasset"
[2023.02.02-18.15.50:941][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Rock_Sandstone.uasset" to "../../../../../../Users/Game Center Student/Documents/LevelDesign/Week 2/Week2Example/Content/StarterContent/Materials/M_Rock_Sandstone.uasset"
[2023.02.02-18.15.50:941][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Rock_Slate.uasset" to "../../../../../../Users/Game Center Student/Documents/LevelDesign/Week 2/Week2Example/Content/StarterContent/Materials/M_Rock_Slate.uasset"
[2023.02.02-18.15.50:942][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Tech_Checker_Dot.uasset" to "../../../../../../Users/Game Center Student/Documents/LevelDesign/Week 2/Week2Example/Content/StarterContent/Materials/M_Tech_Checker_Dot.uasset"
[2023.02.02-18.15.50:942][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Tech_Hex_Tile.uasset" to "../../../../../../Users/Game Center Student/Documents/LevelDesign/Week 2/Week2Example/Content/StarterContent/Materials/M_Tech_Hex_Tile.uasset"
[2023.02.02-18.15.50:942][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.uasset" to "../../../../../../Users/Game Center Student/Documents/LevelDesign/Week 2/Week2Example/Content/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.uasset"
[2023.02.02-18.15.50:943][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Tech_Panel.uasset" to "../../../../../../Users/Game Center Student/Documents/LevelDesign/Week 2/Week2Example/Content/StarterContent/Materials/M_Tech_Panel.uasset"
[2023.02.02-18.15.50:943][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Water_Lake.uasset" to "../../../../../../Users/Game Center Student/Documents/LevelDesign/Week 2/Week2Example/Content/StarterContent/Materials/M_Water_Lake.uasset"
[2023.02.02-18.15.50:944][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Water_Ocean.uasset" to "../../../../../../Users/Game Center Student/Documents/LevelDesign/Week 2/Week2Example/Content/StarterContent/Materials/M_Water_Ocean.uasset"
[2023.02.02-18.15.50:944][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Wood_Floor_Walnut_Polished.uasset" to "../../../../../../Users/Game Center Student/Documents/LevelDesign/Week 2/Week2Example/Content/StarterContent/Materials/M_Wood_Floor_Walnut_Polished.uasset"
[2023.02.02-18.15.50:945][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.uasset" to "../../../../../../Users/Game Center Student/Documents/LevelDesign/Week 2/Week2Example/Content/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.uasset"
[2023.02.02-18.15.50:946][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Wood_Oak.uasset" to "../../../../../../Users/Game Center Student/Documents/LevelDesign/Week 2/Week2Example/Content/StarterContent/Materials/M_Wood_Oak.uasset"
[2023.02.02-18.15.50:946][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Wood_Pine.uasset" to "../../../../../../Users/Game Center Student/Documents/LevelDesign/Week 2/Week2Example/Content/StarterContent/Materials/M_Wood_Pine.uasset"
[2023.02.02-18.15.50:947][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Wood_Walnut.uasset" to "../../../../../../Users/Game Center Student/Documents/LevelDesign/Week 2/Week2Example/Content/StarterContent/Materials/M_Wood_Walnut.uasset"
[2023.02.02-18.15.50:948][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_CobbleStone_Rough_D.uasset" to "../../../../../../Users/Game Center Student/Documents/LevelDesign/Week 2/Week2Example/Content/StarterContent/Textures/T_CobbleStone_Rough_D.uasset"
[2023.02.02-18.15.50:950][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_CobbleStone_Rough_N.uasset" to "../../../../../../Users/Game Center Student/Documents/LevelDesign/Week 2/Week2Example/Content/StarterContent/Textures/T_CobbleStone_Rough_N.uasset"
[2023.02.02-18.15.50:953][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_CobbleStone_Smooth_D.uasset" to "../../../../../../Users/Game Center Student/Documents/LevelDesign/Week 2/Week2Example/Content/StarterContent/Textures/T_CobbleStone_Smooth_D.uasset"
[2023.02.02-18.15.50:956][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_CobbleStone_Smooth_M.uasset" to "../../../../../../Users/Game Center Student/Documents/LevelDesign/Week 2/Week2Example/Content/StarterContent/Textures/T_CobbleStone_Smooth_M.uasset"
[2023.02.02-18.15.50:964][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_CobbleStone_Smooth_N.uasset" to "../../../../../../Users/Game Center Student/Documents/LevelDesign/Week 2/Week2Example/Content/StarterContent/Textures/T_CobbleStone_Smooth_N.uasset"
[2023.02.02-18.15.50:973][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Concrete_Grime_D.uasset" to "../../../../../../Users/Game Center Student/Documents/LevelDesign/Week 2/Week2Example/Content/StarterContent/Textures/T_Concrete_Grime_D.uasset"
[2023.02.02-18.15.50:977][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Concrete_Panels_D.uasset" to "../../../../../../Users/Game Center Student/Documents/LevelDesign/Week 2/Week2Example/Content/StarterContent/Textures/T_Concrete_Panels_D.uasset"
[2023.02.02-18.15.50:981][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Concrete_Panels_N.uasset" to "../../../../../../Users/Game Center Student/Documents/LevelDesign/Week 2/Week2Example/Content/StarterContent/Textures/T_Concrete_Panels_N.uasset"
[2023.02.02-18.15.50:987][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Concrete_Poured_D.uasset" to "../../../../../../Users/Game Center Student/Documents/LevelDesign/Week 2/Week2Example/Content/StarterContent/Textures/T_Concrete_Poured_D.uasset"
[2023.02.02-18.15.50:991][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Concrete_Poured_N.uasset" to "../../../../../../Users/Game Center Student/Documents/LevelDesign/Week 2/Week2Example/Content/StarterContent/Textures/T_Concrete_Poured_N.uasset"
[2023.02.02-18.15.50:993][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Concrete_Tiles_D.uasset" to "../../../../../../Users/Game Center Student/Documents/LevelDesign/Week 2/Week2Example/Content/StarterContent/Textures/T_Concrete_Tiles_D.uasset"
[2023.02.02-18.15.50:996][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Concrete_Tiles_M.uasset" to "../../../../../../Users/Game Center Student/Documents/LevelDesign/Week 2/Week2Example/Content/StarterContent/Textures/T_Concrete_Tiles_M.uasset"
